"Parameter.ID","Parameter.Label","Columns","True Number of Groups","Method","Statistic","Determined Number of Groups","RunTime"
1,"Well-separated means, identity cov",10,2,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","0.9798s"
1,"Well-separated means, identity cov",100,2,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","2.4529s"
1,"Well-separated means, identity cov",500,2,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","12.8419s"
1,"Well-separated means, identity cov",1000,2,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","12.9978s"
2,"Closer means, identity cov",10,2,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","1.3137s"
2,"Closer means, identity cov",100,2,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","2.2661s"
2,"Closer means, identity cov",500,2,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
2,"Closer means, identity cov",1000,2,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",10,2,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",100,4,"mclustBootstrapLRT: EII","p-value: 0.001",">1","1.3374s"
3,"Closer still, diag cov varied scale",100,2,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,2,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",1000,2,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",10,2,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",100,2,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","2.7022s"
4,"Full covariance, small overlap",500,2,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",1000,2,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",10,2,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",100,2,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",500,2,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",500,4,"mclustBootstrapLRT: EII","p-value: 0.001",">1","3.2119s"
5,"High overlap, full covariance + correlation",1000,2,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
1,"Well-separated means, identity cov",10,3,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","0.9792s"
1,"Well-separated means, identity cov",100,3,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","1.5458s"
1,"Well-separated means, identity cov",500,3,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","6.7786s"
1,"Well-separated means, identity cov",1000,3,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","12.3977s"
2,"Closer means, identity cov",10,3,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","0.8392s"
2,"Closer means, identity cov",100,3,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","2.3549s"
2,"Closer means, identity cov",500,3,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
2,"Closer means, identity cov",1000,3,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",10,3,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",1000,4,"mclustBootstrapLRT: EII","p-value: 0.001",">1","28.5698s"
3,"Closer still, diag cov varied scale",100,3,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,3,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",1000,3,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",10,3,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",100,3,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",500,3,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",1000,3,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",10,3,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",100,3,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",500,3,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",10,4,"mclustBootstrapLRT: EII","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",1000,3,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
1,"Well-separated means, identity cov",10,4,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","0.716s"
1,"Well-separated means, identity cov",100,4,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","1.5075s"
1,"Well-separated means, identity cov",500,4,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","5.3847s"
1,"Well-separated means, identity cov",1000,4,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","8.9478s"
2,"Closer means, identity cov",10,4,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
2,"Closer means, identity cov",100,4,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","1.8323s"
2,"Closer means, identity cov",500,4,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
2,"Closer means, identity cov",1000,4,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",10,4,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",100,4,"mclustBootstrapLRT: EII","p-value: 0.001",">1","1.0214s"
3,"Closer still, diag cov varied scale",100,4,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,4,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",1000,4,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",10,4,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","0.9511s"
4,"Full covariance, small overlap",100,4,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","1.9363s"
4,"Full covariance, small overlap",500,4,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","14.3316s"
4,"Full covariance, small overlap",1000,4,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",10,4,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",100,4,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",500,4,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",500,4,"mclustBootstrapLRT: EII","p-value: 0.001",">1","5.9593s"
2,"Closer means, identity cov",500,1,"mclustBootstrapLRT: EII","p-value: 0.001",">1","3.6985s"
5,"High overlap, full covariance + correlation",1000,4,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
1,"Well-separated means, identity cov",10,1,"mclustBootstrapLRT: EEV","p-value: 0.023",">1","0.4225s"
1,"Well-separated means, identity cov",100,1,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","1.1417s"
1,"Well-separated means, identity cov",500,1,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","3.6322s"
1,"Well-separated means, identity cov",1000,1,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","7.4422s"
2,"Closer means, identity cov",100,1,"mclustBootstrapLRT: EEV","p-value: NA","NA",NA
2,"Closer means, identity cov",500,1,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","8.7687s"
2,"Closer means, identity cov",1000,1,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","3.1503s"
3,"Closer still, diag cov varied scale",10,1,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","0.4526s"
5,"High overlap, full covariance + correlation",1000,4,"mclustBootstrapLRT: EII","p-value: 0.001",">1","6.3668s"
3,"Closer still, diag cov varied scale",100,1,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","2.2616s"
3,"Closer still, diag cov varied scale",500,1,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","13.4115s"
3,"Closer still, diag cov varied scale",1000,1,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","5.1947s"
4,"Full covariance, small overlap",10,1,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","0.421s"
4,"Full covariance, small overlap",100,1,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","1.3691s"
4,"Full covariance, small overlap",500,1,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","4.6773s"
4,"Full covariance, small overlap",1000,1,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","74.8888s"
5,"High overlap, full covariance + correlation",10,1,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","0.4379s"
5,"High overlap, full covariance + correlation",100,1,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","1.9474s"
5,"High overlap, full covariance + correlation",500,1,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","8.5421s"
1,"Well-separated means, identity cov",10,1,"mclustBootstrapLRT: VII","p-value: 0.027",">1","0.5398s"
5,"High overlap, full covariance + correlation",1000,1,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","6.4635s"
1,"Well-separated means, identity cov",10,2,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","0.4072s"
1,"Well-separated means, identity cov",100,2,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","2.1399s"
1,"Well-separated means, identity cov",500,2,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","9.3422s"
1,"Well-separated means, identity cov",1000,2,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","10.5721s"
2,"Closer means, identity cov",10,2,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","0.5026s"
2,"Closer means, identity cov",100,2,"mclustBootstrapLRT: EEV","p-value: NA","NA",NA
2,"Closer means, identity cov",500,2,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","10.7852s"
2,"Closer means, identity cov",1000,2,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","12.2108s"
1,"Well-separated means, identity cov",100,1,"mclustBootstrapLRT: VII","p-value: 0.001",">1","0.7469s"
3,"Closer still, diag cov varied scale",100,2,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","1.7804s"
3,"Closer still, diag cov varied scale",500,2,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","3.0202s"
3,"Closer still, diag cov varied scale",1000,2,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","16.3244s"
4,"Full covariance, small overlap",10,2,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","0.413s"
4,"Full covariance, small overlap",100,2,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","1.7136s"
4,"Full covariance, small overlap",500,2,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","5.833s"
4,"Full covariance, small overlap",1000,2,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","13.8023s"
5,"High overlap, full covariance + correlation",10,2,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","0.3995s"
5,"High overlap, full covariance + correlation",100,2,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","1.8865s"
5,"High overlap, full covariance + correlation",500,2,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","10.9443s"
1,"Well-separated means, identity cov",500,1,"mclustBootstrapLRT: VII","p-value: 0.001",">1","2.1917s"
1,"Well-separated means, identity cov",10,3,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","0.4439s"
1,"Well-separated means, identity cov",100,3,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","1.5651s"
1,"Well-separated means, identity cov",500,3,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","10.2323s"
1,"Well-separated means, identity cov",1000,3,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","7.9497s"
2,"Closer means, identity cov",100,3,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","1.6599s"
2,"Closer means, identity cov",500,3,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","16.9901s"
2,"Closer means, identity cov",1000,3,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","14.9297s"
1,"Well-separated means, identity cov",1000,1,"mclustBootstrapLRT: VII","p-value: 0.001",">1","2.8299s"
3,"Closer still, diag cov varied scale",100,3,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","1.7022s"
3,"Closer still, diag cov varied scale",500,3,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","11.3807s"
3,"Closer still, diag cov varied scale",1000,3,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","18.6435s"
4,"Full covariance, small overlap",10,3,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","0.4371s"
4,"Full covariance, small overlap",100,3,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","1.7006s"
4,"Full covariance, small overlap",500,3,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","7.6507s"
4,"Full covariance, small overlap",1000,3,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","29.1756s"
5,"High overlap, full covariance + correlation",10,3,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","0.4208s"
5,"High overlap, full covariance + correlation",100,3,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","1.4526s"
5,"High overlap, full covariance + correlation",500,3,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","10.7738s"
2,"Closer means, identity cov",10,1,"mclustBootstrapLRT: VII","p-value: 0.4246","1","0.3814s"
5,"High overlap, full covariance + correlation",1000,3,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","3.0355s"
1,"Well-separated means, identity cov",10,4,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","0.4154s"
1,"Well-separated means, identity cov",100,4,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","1.7472s"
1,"Well-separated means, identity cov",500,4,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","6.7358s"
1,"Well-separated means, identity cov",1000,4,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","10.7033s"
2,"Closer means, identity cov",10,4,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","0.4096s"
2,"Closer means, identity cov",100,4,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","1.6437s"
2,"Closer means, identity cov",500,4,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","22.6067s"
2,"Closer means, identity cov",1000,4,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","16.0808s"
3,"Closer still, diag cov varied scale",10,4,"mclustBootstrapLRT: EEV","p-value: NA","NA",NA
2,"Closer means, identity cov",100,1,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",100,4,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","1.5625s"
3,"Closer still, diag cov varied scale",500,4,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","24.3691s"
3,"Closer still, diag cov varied scale",1000,4,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","6.7065s"
4,"Full covariance, small overlap",10,4,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","0.4523s"
4,"Full covariance, small overlap",100,4,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","1.7246s"
4,"Full covariance, small overlap",500,4,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","6.7203s"
4,"Full covariance, small overlap",1000,4,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","25.7552s"
5,"High overlap, full covariance + correlation",10,4,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","0.4383s"
5,"High overlap, full covariance + correlation",100,4,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","27.6327s"
5,"High overlap, full covariance + correlation",500,4,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","3.4951s"
2,"Closer means, identity cov",500,1,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",1000,4,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","3.1269s"
1,"Well-separated means, identity cov",10,1,"mclustBootstrapLRT: VEV","p-value: 0.014",">1","0.5255s"
1,"Well-separated means, identity cov",100,1,"mclustBootstrapLRT: VEV","p-value: 0.001",">1","1.4497s"
1,"Well-separated means, identity cov",500,1,"mclustBootstrapLRT: VEV","p-value: 0.001",">1","4.76s"
1,"Well-separated means, identity cov",1000,1,"mclustBootstrapLRT: VEV","p-value: 0.001",">1","10.3055s"
2,"Closer means, identity cov",10,1,"mclustBootstrapLRT: VEV","p-value: 0.001",">1","0.4955s"
2,"Closer means, identity cov",100,1,"mclustBootstrapLRT: VEV","p-value: NA","NA",NA
2,"Closer means, identity cov",500,1,"mclustBootstrapLRT: VEV","p-value: NA","NA",NA
2,"Closer means, identity cov",1000,1,"mclustBootstrapLRT: VEV","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",10,1,"mclustBootstrapLRT: VEV","p-value: NA","NA",NA
2,"Closer means, identity cov",1000,1,"mclustBootstrapLRT: VII","p-value: 0.001",">1","3.1276s"
3,"Closer still, diag cov varied scale",100,1,"mclustBootstrapLRT: VEV","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,1,"mclustBootstrapLRT: VEV","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",1000,1,"mclustBootstrapLRT: VEV","p-value: NA","NA",NA
4,"Full covariance, small overlap",10,1,"mclustBootstrapLRT: VEV","p-value: NA","NA",NA
4,"Full covariance, small overlap",100,1,"mclustBootstrapLRT: VEV","p-value: NA","NA",NA
4,"Full covariance, small overlap",500,1,"mclustBootstrapLRT: VEV","p-value: NA","NA",NA
4,"Full covariance, small overlap",1000,1,"mclustBootstrapLRT: VEV","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",100,1,"mclustBootstrapLRT: VEV","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",500,1,"mclustBootstrapLRT: VEV","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",10,1,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
2,"Closer means, identity cov",1000,1,"mclustBootstrapLRT: EII","p-value: 0.001",">1","1.3903s"
5,"High overlap, full covariance + correlation",1000,1,"mclustBootstrapLRT: VEV","p-value: NA","NA",NA
1,"Well-separated means, identity cov",10,2,"mclustBootstrapLRT: VEV","p-value: 0.001",">1","0.5561s"
1,"Well-separated means, identity cov",100,2,"mclustBootstrapLRT: VEV","p-value: 0.001",">1","2.8459s"
1,"Well-separated means, identity cov",500,2,"mclustBootstrapLRT: VEV","p-value: 0.001",">1","4.0556s"
1,"Well-separated means, identity cov",1000,2,"mclustBootstrapLRT: VEV","p-value: 0.001",">1","10.5627s"
2,"Closer means, identity cov",10,2,"mclustBootstrapLRT: VEV","p-value: NA","NA",NA
2,"Closer means, identity cov",100,2,"mclustBootstrapLRT: VEV","p-value: NA","NA",NA
2,"Closer means, identity cov",500,2,"mclustBootstrapLRT: VEV","p-value: NA","NA",NA
2,"Closer means, identity cov",1000,2,"mclustBootstrapLRT: VEV","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",100,1,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",100,2,"mclustBootstrapLRT: VEV","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,2,"mclustBootstrapLRT: VEV","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",1000,2,"mclustBootstrapLRT: VEV","p-value: NA","NA",NA
4,"Full covariance, small overlap",10,2,"mclustBootstrapLRT: VEV","p-value: 0.001",">1","0.4764s"
4,"Full covariance, small overlap",100,2,"mclustBootstrapLRT: VEV","p-value: NA","NA",NA
4,"Full covariance, small overlap",500,2,"mclustBootstrapLRT: VEV","p-value: NA","NA",NA
4,"Full covariance, small overlap",1000,2,"mclustBootstrapLRT: VEV","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",10,2,"mclustBootstrapLRT: VEV","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",100,2,"mclustBootstrapLRT: VEV","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",500,2,"mclustBootstrapLRT: VEV","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,1,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",1000,2,"mclustBootstrapLRT: VEV","p-value: NA","NA",NA
